更新时间,#genre#
20260207 21:28,url

RespoTime,whitelist,#genre#
244.40ms,Sky News (216p),https://d25w9q07b2mtmw.cloudfront.net/live/master_6.m3u8
244.40ms,Telemundo Al Dia,https://d1rqgw5gocwo9i.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-stitched/10a44c37-f976-4d2b-ab23-8637a7a094ca/3.m3u8
244.49ms,DJ此生已过半,https://vd3.bdstatic.com/mda-mdaprhx095djift2/hd/mda-mdaprhx095djift2.mp4
244.51ms,安徽卫视,https://stream1.freetv.fun/4c2c313a8d2ebef4ad9b9a71d735b7b2308394f3376b5376fdbe5d77cc5e9719.m3u8
244.56ms,澳视卫星,http://cdn.163189.xyz/live/as/stream.m3u8
244.64ms,孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
244.76ms,Tastemade Travel [Geo-blocked],https://amg00047-tastemade-amg00047c3-cineverse-us-1360.playouts.now.amagi.tv/playlist/amg00047-tastemadefast-tastemadetravel-cineverseus/playlist.m3u8
244.90ms,一首伤感歌曲,https://vd3.bdstatic.com/mda-nbr5d212a9mkb4vp/cae_h264_delogo/1645848373794241498/mda-nbr5d212a9mkb4vp.mp4
244.97ms,dj舞曲交流,https://vd2.bdstatic.com/mda-majhhns1q3ggkdi6/v1-cae/sc/mda-majhhns1q3ggkdi6.mp4
245.02ms,你的酒馆对我打了烊陈雪凝,https://vd3.bdstatic.com/mda-ka59e4w0qxxsxnt0/hd/mda-ka59e4w0qxxsxnt0.mp4?pd=19&vt=1
245.31ms,MCN6 Arts Channel (1080p) [Not 24/7],https://d18fcxaqfnwjhj.cloudfront.net/CDN_Ingest/MCN6_COMEDY.smil/Playlist.m3u8
245.42ms,Portlandia,https://amc-portlandia-1-us.xumo.wurl.tv/playlist.m3u8
245.53ms,Fashion TV (1080p),https://amg01546-ftv-fashiontv-xiaomi-i9oiw.amagi.tv/playlist/amg01546-ftv-fashiontv-xiaomi/cb553d1c7f6c648a9cd43e63d6ef42a1df246ffc087a8d6933fb4b926bc10f41e2e5af97b20cac7822fb0fd87f0b66413925924d8b2245d8d964a85a243e517e9b99ac7bc0894e50e98d1f5d7fe0214143ea0b15d7230624daba57098068ed345442ed0f230f33d5bb44fe7001cd86028b7a7f8bf9df03404765676ba61ccf9224c3edd42714983dff932372a75e26c7199604e6368ff19702cf69b66cc1168caa34b8f2aeb446b71b4126c24d9bea0f7fe99678b3833797c9936876a87e235f116f01c2f9a363339c4e4f50f9b09ef135bf5bf9802b856f20a840b67bc466c43af14993f347a4a8b5cb0d1677f49f1b7331fab4f1c4ab7c73b16ff0a7a9fa767f92f9660b2da05ad12c2f3787ee8b43f6a53ba2f675cbe5134c52a9bc4c988fbd90e0b69930e70cc4d3f18a33475a23211a9651ad8868c96990389fc71d25535a57effd71c195d24a3f7245e5d1068c0b7a59ba476818d45d9943b3e94b79be6c7b8eb0c18add5701/188/1920x1080_4716800/index.m3u8
245.66ms,打工辛酸泪DJ2首,https://vd4.bdstatic.com/mda-na5fafrtbvvf5wib/hd/cae_h264_delogo/1641996387070390433/mda-na5fafrtbvvf5wib.mp4
245.66ms,震撼纯电音Drown,https://vd2.bdstatic.com/mda-mjshcpd847mhnjgj/sc/cae_h264/1635337200637124885/mda-mjshcpd847mhnjgj.mp4
245.72ms,龙飘飘 歌声恋情,https://vd3.bdstatic.com/mda-nbr8qai32badkdf1/sc/cae_h264_delogo/1645933170027877953/mda-nbr8qai32badkdf1.mp4
246.01ms,Epic Drama,https://t.freetv.fun/live/epic.m3u8
246.02ms,National Geographic,https://t.freetv.fun/live/national-geographic-wild-east.m3u8
246.04ms,Samuel Goldwyn Classics (1080p),https://samuelgoldwyn-classics-1-us.roku.wurl.tv/playlist.m3u8
246.76ms,只要你还需要我,https://vd2.bdstatic.com/mda-ndi3uvmd0qrjvgps/sc/cae_h264_delogo/1650337256524390613/mda-ndi3uvmd0qrjvgps.mp4
246.80ms,CCTV11,https://stream1.freetv.fun/8feb8630d696cc1b00fc6689b933f13c899a4326fd16df1bdba40c6acd1df63e.m3u8
247.07ms,青海卫视,https://stream1.freetv.fun/5ae3b396c4b31c5cd7968aae55c2a1692fc7d4561d38b9506a502a7a7e6c4745.m3u8
247.09ms,i24NEWS English USA,https://fastly.live.brightcove.com/6386790908112/eu-central-1/5377161796001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoiZXJmajYzLmVncmVzcy53YzQ3bTEiLCJhY2NvdW50X2lkIjoiNTM3NzE2MTc5NjAwMSIsImVobiI6ImZhc3RseS5saXZlLmJyaWdodGNvdmUuY29tIiwiaXNzIjoiYmxpdmUtcGxheWJhY2stc291cmNlLWFwaSIsInN1YiI6InBhdGhtYXB0b2tlbiIsImF1ZCI6WyI1Mzc3MTYxNzk2MDAxIl0sImp0aSI6IjYzODY3OTA5MDgxMTIifQ._w5c3EwfnEecDCEpDaKuVz07uuEyUb3vXvQN3svv-oU/chunklist.m3u8
247.13ms,Fashion TV (720p),https://amg01546-ftv-fashiontv-xiaomi-i9oiw.amagi.tv/playlist/amg01546-ftv-fashiontv-xiaomi/cb553d1c7f6c648a9cd43e63d6ef42a1df246ffc087a8d6933fb4b926bc10f41e2e5af97b20cac7822fb0fd87f0b66413925924d8b2245d8d964a85a243e517e9b99ac7bc0894e50e98d1f5d7fe0214143ea0b15d7230624daba57098068ed345442ed0f230f33d5bb44fe7001cd86028b7a7f8bf9df03404765676ba61ccf9224c3edd42714983dff932372a75e26c7199604e6368ff19702cf69b66cc1168caa34b8f2aeb446b71b4126c24d9bea0f7fe99678b3833797c9936876a87e235f116f01c2f9a363339c4e4f50f9b09ef135bf5bf9802b856f20a840b67bc466c43af14993f347a4a8b5cb0d1677f49f1b7331fab4f1c4ab7c73b16ff0a7a9fa767f92f9660b2da05ad12c2f3787ee8b43f6a53ba2f675cbe5134c52a9bc4c988fbd90e0b69930e70cc4d3f18a33475a23211a9651ad8868c96990389fc71d25535a57effd71c195d24a3f7245e5d1068c0b7a59ba476818d45d9943b3e94b79be6c7b8eb0c18add5701/188/1280x720_2657600/index.m3u8
247.24ms,48 Hours,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e925bc68d18a00077bb990/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c78ce00-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d510e704-124c-497f-89cb-732e27dd295a
247.33ms,Runtime Espanol (720p),https://run-rt-uh-roku.otteravision.com/run/rt_uh/rt_uh.m3u8
247.47ms,4k超清车载劲爆,https://vd2.bdstatic.com/mda-ncg1mhvhiy7fkgzs/sc/cae_h264_delogo/1647481028509277070/mda-ncg1mhvhiy7fkgzs.mp4
247.48ms,Camera Smile (480p),https://rpn.bozztv.com/gusa/gusa-camerasmile/index.m3u8
247.67ms,CCTV11,https://stream1.freetv.fun/27632416c2d0b7008c9115ce0cc3fa91d296004c069613241b48e72241bf3f42.m3u8
247.69ms,Moconomy,https://amogonetworx-moconomy-2-us.tcl.wurl.tv/playlist.m3u8
247.83ms,Televisa Telenovelas,https://televisa-televisa-1-it.samsung.wurl.tv/playlist.m3u8
247.87ms,Pluto TV Terror,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5c6dc88fcd232425a6e0f06e/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=76&deviceId=5c6dc88fcd232425a6e0f06e&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
247.93ms,中視HD[geo-blocked],https://t.freetv.fun/live/zhong-shi-16.m3u8
247.94ms,韩磊和模仿者演唱《等待》,https://vd4.bdstatic.com/mda-kecnpbu2bmvydajf/v1-cae/sc/mda-kecnpbu2bmvydajf.mp4
248.19ms,DJ情歌8首,https://vd2.bdstatic.com/mda-mk7hhug7aprk2806/sc/cae_h264/1636496746808750167/mda-mk7hhug7aprk2806.mp4
248.22ms,伤感情歌DJ,https://vd3.bdstatic.com/mda-mkv7idcnxrgc3cnd/sc/cae_h264/1638257251905732477/mda-mkv7idcnxrgc3cnd.mp4
248.25ms,凤凰资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
248.28ms,怒击摇,https://vd2.bdstatic.com/mda-mkibx9zvknj8d2fu/sc/cae_h264_nowatermark/1637355659217322910/mda-mkibx9zvknj8d2fu.mp4
248.56ms,DJ新歌上线,https://vd3.bdstatic.com/mda-nckdkm6sj1p9q7c9/sc/cae_h264_delogo/1647859589943780399/mda-nckdkm6sj1p9q7c9.mp4
248.67ms,Channel 8,https://live.catvod.com/live.php?id=Channel8HD
248.76ms,PowerNation (1080p),https://amg01258-raycomsports-powernationau-samsungau-18bwc.amagi.tv/playlist.m3u8
249.13ms,Sky News (360p),https://d25w9q07b2mtmw.cloudfront.net/live/master_2.m3u8
249.23ms,RiffTrax,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/58d947b9e420d8656ee101ab/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2b8982-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1ae8efba-578b-4c2b-a7a1-ec96f6d4bf26
249.24ms,LATV [Geo-blocked],https://amg00779-latv-amg00779c1-cineverse-us-1746.playouts.now.amagi.tv/playlist/amg00779-latvnetworkllc-latv-cineverseus/playlist.m3u8
249.27ms,「精选DJ洗脑神曲」节奏欢快，动感魔性,https://vd2.bdstatic.com/mda-ncsh78jh0xna7ngs/sc/cae_h264_delogo/1648389408244925817/mda-ncsh78jh0xna7ngs.mp4
249.36ms,XITE Classic Country,https://d2tcgvmxn0otsl.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-vxf3mwifay8co/XITE_Countrys_Finest.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.us_privacy=1YNY&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.ssai_vendor=SSSLIVE&ads.service_id=USBD3300011UT
249.44ms,叶筱萱《爱到最后是孤独》,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
249.86ms,NBC News NOW,https://plex-xumoent-nbcnn-x17gi.fast.nbcuni.com/live/master.m3u8
249.92ms,九十九步退一步,https://vd2.bdstatic.com/mda-nbk88c8b5d4vsf2m/sc/cae_h264_delogo/1645443281073338534/mda-nbk88c8b5d4vsf2m.mp4
250.12ms,韩宝仪无聊的游戏,https://vd2.bdstatic.com/mda-nb8j3b6sz77bdvk8/sc/cae_h264_delogo/1644413904258506067/mda-nb8j3b6sz77bdvk8.mp4
250.19ms,Cornerstone TV (720p),https://2-fss-1.themediacdn.com/pl_122/206280-3059514-1/playlist.m3u8
250.29ms,Euro Indie Music Chart TV,http://178.33.224.197:1935/euroindiemusic/euroindiemusic/playlist.m3u8
250.50ms,翡翠台,https://mgev.188766.xyz/?migutoken=1cab54a90f4dbb6ca15b621fbb64ca2f&id=hk_fct&type=dy
250.52ms,Fashion TV (480p),https://amg01546-ftv-fashiontv-xiaomi-i9oiw.amagi.tv/playlist/amg01546-ftv-fashiontv-xiaomi/cb553d1c7f6c648a9cd43e63d6ef42a1df246ffc087a8d6933fb4b926bc10f41e2e5af97b20cac7822fb0fd87f0b66413925924d8b2245d8d964a85a243e517e9b99ac7bc0894e50e98d1f5d7fe0214143ea0b15d7230624daba57098068ed345442ed0f230f33d5bb44fe7001cd86028b7a7f8bf9df03404765676ba61ccf9224c3edd42714983dff932372a75e26c7199604e6368ff19702cf69b66cc1168caa34b8f2aeb446b71b4126c24d9bea0f7fe99678b3833797c9936876a87e235f116f01c2f9a363339c4e4f50f9b09ef135bf5bf9802b856f20a840b67bc466c43af14993f347a4a8b5cb0d1677f49f1b7331fab4f1c4ab7c73b16ff0a7a9fa767f92f9660b2da05ad12c2f3787ee8b43f6a53ba2f675cbe5134c52a9bc4c988fbd90e0b69930e70cc4d3f18a33475a23211a9651ad8868c96990389fc71d25535a57effd71c195d24a3f7245e5d1068c0b7a59ba476818d45d9943b3e94b79be6c7b8eb0c18add5701/188/848x480_1249600/index.m3u8
250.53ms,明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
251.10ms,推荐9首DJ舞曲,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
251.23ms,东森财经新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv153
251.79ms,舞曲,https://vd4.bdstatic.com/mda-mkpde77et4yvqx7e/sc/cae_h264/1637766610977026004/mda-mkpde77et4yvqx7e.mp4
251.89ms,TVBS精采,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv067
251.91ms,信丰|澜露直播,https://play-a2.quklive.com/live/1761874123034214.m3u8
252.11ms,中视,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv040
252.14ms,千千万万-深海鱼子酱,https://vd3.bdstatic.com/mda-meiaa2e63ve7ram5/hd/cae_h264/1621408953745287302/mda-meiaa2e63ve7ram5.mp4
252.25ms,龙华卡通,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn01
252.45ms,猪哥亮歌厅秀,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv006
252.50ms,动漫秀场,https://stream1.freetv.fun/c1a9c0728c4a8d7636c7de8d4f69f3abdc906231ea7f7e72d59433843738617f.m3u8
252.57ms,History Hit (720p),https://amg00426-lds-amg00426c2-samsung-ph-4623.playouts.now.amagi.tv/playlist.m3u8
252.65ms,男神dj舞曲,https://vd4.bdstatic.com/mda-mkpbcp1thzqg8vju/sc/cae_h264/1637772142027994508/mda-mkpbcp1thzqg8vju.mp4
252.75ms,C-SPAN,https://fl1.moveonjoy.com/C-SPAN/index.m3u8
252.78ms,Tribeca Channel [Geo-blocked],https://amg02507-giantpictures-tribeca-xumo-ey2b7.amagi.tv/playlist.m3u8
252.98ms,民视,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv002
253.00ms,TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
253.00ms,Showtime Next East,https://fl1.moveonjoy.com/SHOWTIME_NEXT/index.m3u8
253.01ms,ACL Cornhole TV,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/acl-cornhole-tv/aclco.m3u8?ads.vf=NbEpkTCqk8a
253.24ms,靖天日本,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv047
253.26ms,2022伤感DJ串烧dj,https://vd2.bdstatic.com/mda-ncm68fx91zybkka3/cae_h264_delogo/1647925011440022023/mda-ncm68fx91zybkka3.mp4
253.26ms,博斯无限2,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn13
253.33ms,内蒙古卫视,https://stream1.freetv.fun/325ee158a9026a625e36ada7cab8bf4606657903a9312e1c19a2af5e7a73d1b7.m3u8
253.36ms,CCTV3,https://stream1.freetv.fun/33711cece64c9077907fa3caea452361f539772402550ca53ae2c9b00a3211b3.m3u8
253.36ms,Sports Grid,https://sportsgrid-samsungus.amagi.tv/playlist.m3u8
253.44ms,博斯运动2,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn08
253.45ms,靖天映画,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv055
253.47ms,台视,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv066
253.48ms,CNN HD,https://t.freetv.fun/live/cnn-int-2.m3u8
253.51ms,TVBS新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv072
253.51ms,达文西频道,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv018
253.56ms,A PLUS,https://t.freetv.fun/live/enisei-plus-4.m3u8
253.61ms,寰宇新闻,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn14
253.62ms,江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
253.72ms,龙华偶像,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn12
253.75ms,第1商业,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv104
253.85ms,Almagd TV Middle East (1080p) [Not 24/7],https://597f64b67707a.streamlock.net/almagd.tv/almagd.smil/playlist.m3u8
253.88ms,靖天国际,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv063
253.88ms,亚洲旅游,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv076
253.89ms,MBC Persia,https://shls-mbcpersia-prod-dub.shahid.net/out/v1/bdc7cd0d990e4c54808632a52c396946/index.m3u8
254.01ms,BeIN SPORTS XTRA en Espanol (720p) [Geo-blocked],https://bein-esp-klowdtv.amagi.tv/playlist.m3u8
254.05ms,镜电视新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv075
254.09ms,Delta Evros,http://81.171.10.42:1935/liveD/DStream.sdp/chunklist_w819085920.m3u8
254.09ms,ION TV East,https://fl1.moveonjoy.com/ION_TV/index.m3u8
254.14ms,非凡新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv010
254.16ms,靖洋卡通,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv057
254.18ms,Pursuit Channel (1080p),https://d2qa45tniogkj6.cloudfront.net/out/v1/30f129d3a8a8482b9efe5092cf46e601/index.m3u8
254.23ms,5USA UK,https://t.freetv.fun/live/5usa-uk-s.m3u8
254.31ms,四川卫视,https://stream1.freetv.fun/9bb3a53b6db62ecb53c69b99d4b342269873b573e1132398147a869414a76978.m3u8
254.46ms,中视菁采,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv064
254.48ms,八大综艺,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv039
254.52ms,TVBS,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv073
254.53ms,中天新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv009
254.53ms,东森新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv152
254.54ms,Movie Music by Stingray,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/master.m3u8
254.55ms,影迷数位电影,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv011
254.68ms,博斯运动1,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn07
254.70ms,中视经典,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv080
254.70ms,华视,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv041
254.71ms,台视新闻,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv051
254.74ms,民视综艺,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv004
254.77ms,中天亚洲,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv109
254.81ms,时尚运动X,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv014
254.86ms,靖天综合,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv046
254.87ms,公视戏剧,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv042
254.89ms,靖洋戏剧,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv045
254.90ms,C+頻道,https://t.freetv.fun/live/xiang-gang-c-plus.m3u8
254.96ms,靖天戏剧,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv058
255.02ms,台湾戏剧,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn22
255.04ms,龙华日韩,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn11
255.10ms,采昌影剧,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv049
255.14ms,Smart知识,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn19
255.14ms,博斯高球2,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn06
255.32ms,Agro TV,https://t.freetv.fun/live/agro-tv.m3u8
255.50ms,靖天资讯,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv065
255.52ms,Shop LC (1080p),https://cdn-shop-lc-01.akamaized.net/Content/DASH_DASH/Live/channel(ott)/master.mpd
255.54ms,靖天欢乐,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv054
255.57ms,HR Fernsehen,https://t.freetv.fun/live/hr-fernsehen.m3u8
255.60ms,TVB星河,https://mgev.188766.xyz/?migutoken=e5eecd24da049c03c51dc9ceb0389b5c&id=hk_tvbxh&type=dy
255.64ms,寰宇财经,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv158
255.68ms,TV One,https://fl1.moveonjoy.com/TV_ONE/index.m3u8
255.87ms,Palm Beaches TV (720p),https://live.feed.thepalmbeaches.tv/index.m3u8
255.90ms,Reelz (720p),https://fl1.moveonjoy.com/REELZ/index.m3u8
256.05ms,Sportitalia Plus,https://sportsitalia-samsungitaly.amagi.tv/playlist.m3u8
256.06ms,AMC Absolute Reality,https://amc-absolutereality-1-us.plex.wurl.tv/playlist.m3u8
256.12ms,广东经济科教,https://t.freetv.fun/live/yan-dong-jing-ji-ke-jiao.m3u8
256.29ms,靖天育乐,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv062
256.30ms,国际吸猫协会,https://www.goodiptv.club/douyu/8657834
256.32ms,24 Hour Free Movies (720p),https://d1j2u714xk898n.cloudfront.net/scheduler/scheduleMaster/145.m3u8
256.39ms,XITE 80s Flashback,https://d1n314cytqn9r3.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-bklagqy82v0pr/XITE_80s_Flashback.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.us_privacy=1YNY&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.ssai_vendor=SSSLIVE&ads.service_id=USBB320000647
256.45ms,TV Asia (1080p),https://amg00206-amg00206c1-distrotv-us-6886.playouts.now.amagi.tv/24-25-6886.m3u8
256.76ms,Love Boat,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/655ca3d1fbc15b00081f1186/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1e4e13-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=157cb33e-83b4-4ce8-ab8f-4d9585e6e0dd
256.99ms,CCTV2,https://t.freetv.fun/live/cctv2-16.m3u8
257.02ms,少打白骨精,https://www.goodiptv.club/douyu/11531165
257.12ms,SportsNet New York (540p),https://fl1.moveonjoy.com/SNY/index.m3u8
257.17ms,第三个嫌疑人,https://v.cdnlz12.com/20240324/13369_6e36581e/index.m3u8
257.20ms,多巴安工作室,https://www.goodiptv.club/douyu/9446799
257.29ms,CGTN阿拉伯语,https://iptv.catvod.com/live.php?id=CGTN%E9%98%BF%E6%8B%89%E4%BC%AF%E8%AF%AD
257.53ms,百万巨星麒麟君,https://www.goodiptv.club/douyu/3431701
257.58ms,末日说电影,https://www.goodiptv.club/douyu/9431125
257.69ms,TV Cultura,https://t.freetv.fun/live/tv-cultura-2.m3u8
257.69ms,🚨(广)Music Channel,https://cmc-ono.amagi.tv/playlist1080_p.m3u8
257.81ms,东方卫视,https://stream1.freetv.fun/d49c42e377a3c69a6dbd4489265b8d89168a6cd39cd418df86ed141b58d05c39.m3u8
257.87ms,Totò – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/65253f9881f942000833ccd5/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
257.91ms,动漫秀场,https://stream1.freetv.fun/3db4e163a68d0e426d82c41072c03763ff9708ec882448590e3096d87f073067.m3u8
258.01ms,好剧看不停,https://www.goodiptv.club/douyu/9388938
258.03ms,电影小班长,https://www.goodiptv.club/douyu/549693
258.08ms,CGTN法语,https://iptv.catvod.com/live.php?id=CGTN%E6%B3%95%E8%AF%AD
258.15ms,Fuse East (720p),https://fl1.moveonjoy.com/FUSE/index.m3u8
258.24ms,CCTV7,https://stream1.freetv.fun/38c7c346b707a4febeabb5ecd55e67687d764ec0a561894ff0e953e516acdfb1.m3u8
258.27ms,Millbrae Community Television (720p),https://685c08ed6d81a.streamlock.net/live/mp4:MCTV_aac/playlist.m3u8
258.28ms,半打星冰乐,https://www.goodiptv.club/douyu/7481383
258.35ms,CGTN外语纪录,https://iptv.catvod.com/live.php?id=CGTN%E5%A4%96%E8%AF%AD%E7%BA%AA%E5%BD%95
258.46ms,百态人间大赏,https://www.goodiptv.club/douyu/8724904
258.46ms,湖北卫视,https://t.freetv.fun/live/hu-bei-wei-shi-6.m3u8
258.48ms,Black News Channel (720p),https://blacknewschannel-vizio.amagi.tv/playlist.m3u8
258.56ms,CCTV5,https://stream1.freetv.fun/77f3591b707792ecb56fe3ee6927f94352ab3ca3daa5a8cc6b9eeac64dcca540.m3u8
258.60ms,黄栗子Ye,https://www.goodiptv.club/douyu/9046097
258.66ms,董王老登,https://www.goodiptv.club/douyu/9412287
258.67ms,青海卫视,https://stream1.freetv.fun/d6cb8a9b2d3d4f555418141ecb008cc61e84a6278690a855241eb57bf43fdf75.m3u8
258.73ms,锋哥聊商机,https://www.goodiptv.club/douyu/9472141
258.77ms,Qatar Television,https://qatartv.akamaized.net/hls/live/2026573/qtv1/master.m3u8
258.85ms,科幻战舰,https://www.goodiptv.club/douyu/8772060
258.93ms,外卖仙人成天,https://www.goodiptv.club/douyu/9498506
258.94ms,老王的夜电影院,https://www.goodiptv.club/douyu/3498219
258.96ms,三斤呦,https://www.goodiptv.club/douyu/9047933
258.98ms,尽整没用D,https://www.goodiptv.club/douyu/8791622
259.04ms,SH11N,https://www.goodiptv.club/douyu/9650451
259.15ms,夙瑶瑾,https://www.goodiptv.club/douyu/9450568
259.15ms,Alkarma TV Family (1080p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmaNA2.smil/playlist.m3u8
259.26ms,小鸭子老师,https://www.goodiptv.club/douyu/9627625
259.29ms,新唐人美东,https://live.ntdtv.com/live900/playlist.m3u8
259.29ms,ACTV,https://castus-vod-dev.s3.amazonaws.com/vod_clients/athens/live/ch2/video.m3u8
259.36ms,我是瓜皮儿本人a,https://www.goodiptv.club/douyu/9665696
259.40ms,前任电影,https://www.goodiptv.club/douyu/9329242
259.40ms,周六野Zoey,https://www.goodiptv.club/douyu/8912150
259.41ms,苹果Zei甜,https://www.goodiptv.club/douyu/1174353
259.41ms,龙哥盘电影,https://www.goodiptv.club/douyu/9736161
259.41ms,CGTN西班牙语,https://iptv.catvod.com/live.php?id=CGTN%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD
